,loan_amnt,funded_amnt,funded_amnt_inv,int_rate,installment,annual_inc,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,collections_12_mths_ex_med,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,acc_open_past_24mths,avg_cur_bal,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,year,term_ 60 months,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified,addr_state_AL,addr_state_AR,addr_state_AZ,addr_state_CA,addr_state_CO,addr_state_CT,addr_state_DC,addr_state_DE,addr_state_FL,addr_state_GA,addr_state_HI,addr_state_ID,addr_state_IL,addr_state_IN,addr_state_KS,addr_state_KY,addr_state_LA,addr_state_MA,addr_state_MD,addr_state_ME,addr_state_MI,addr_state_MN,addr_state_MO,addr_state_MS,addr_state_MT,addr_state_NC,addr_state_ND,addr_state_NE,addr_state_NH,addr_state_NJ,addr_state_NM,addr_state_NV,addr_state_NY,addr_state_OH,addr_state_OK,addr_state_OR,addr_state_PA,addr_state_RI,addr_state_SC,addr_state_SD,addr_state_TN,addr_state_TX,addr_state_UT,addr_state_VA,addr_state_VT,addr_state_WA,addr_state_WI,addr_state_WV,addr_state_WY,initial_list_status_w,application_type_Joint App,label
425322,20000.0,20000.0,20000.0,0.1199,444.79,125000.0,car,11.42,0.0,730.0,734.0,0.0,20.0,0.0,11541.0,0.0,0.0,0.0,29396.0,56100.0,8.0,1470.0,0.0,0.0,111.0,6.0,6.0,0.0,0.0,6.0,10.0,11.0,12.0,6.0,18.0,20.0,10.0,20.0,0.0,0.0,6.0,100.0,0.0,0.0,85720.0,29396.0,29300.0,29620.0,2015,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
425357,16000.0,16000.0,16000.0,0.053200000000000004,481.84,185000.0,car,29.57,2.0,695.0,699.0,0.0,28.0,0.0,63956.0,0.0,0.0,0.0,147566.0,94574.0,4.0,5465.0,0.0,0.0,257.0,11.0,11.0,4.0,0.0,14.0,22.0,18.0,18.0,13.0,22.0,29.0,17.0,27.0,0.0,1.0,1.0,96.0,0.0,0.0,222656.0,147566.0,71874.0,128082.0,2015,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
425367,8175.0,8175.0,8175.0,0.1659,289.8,63000.0,medical,19.9,0.0,675.0,679.0,3.0,9.0,2.0,2122.0,0.0,0.0,0.0,25989.0,6050.0,7.0,2887.0,0.0,0.0,201.0,1.0,1.0,0.0,0.0,2.0,6.0,4.0,5.0,4.0,6.0,10.0,4.0,9.0,0.0,0.0,3.0,79.0,0.0,1.0,45739.0,25989.0,1250.0,39689.0,2015,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
425369,15600.0,15600.0,15600.0,0.18989999999999999,571.76,65000.0,medical,14.82,0.0,705.0,709.0,2.0,27.0,0.0,9267.0,0.0,0.0,0.0,29093.0,64800.0,13.0,1078.0,0.0,0.0,92.0,3.0,3.0,0.0,3.0,10.0,11.0,21.0,22.0,5.0,25.0,27.0,11.0,27.0,0.0,0.0,6.0,90.6,0.0,0.0,85600.0,29093.0,58800.0,20800.0,2015,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
425374,5775.0,5775.0,5775.0,0.1577,202.38,38000.0,medical,22.52,0.0,735.0,739.0,1.0,6.0,0.0,5235.0,0.0,0.0,0.0,110695.0,10000.0,3.0,18449.0,0.0,0.0,329.0,3.0,3.0,2.0,0.0,2.0,2.0,2.0,3.0,10.0,2.0,4.0,2.0,5.0,0.0,0.0,2.0,93.7,0.0,0.0,141800.0,14592.0,10000.0,14800.0,2015,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
425494,10000.0,10000.0,10000.0,0.0849,315.63,60000.0,car,7.46,3.0,675.0,679.0,1.0,7.0,0.0,3748.0,0.0,0.0,4006.0,3748.0,12950.0,3.0,535.0,0.0,0.0,100.0,1.0,1.0,0.0,3.0,6.0,7.0,3.0,7.0,1.0,7.0,9.0,5.0,7.0,0.0,2.0,3.0,60.0,0.0,0.0,12950.0,3748.0,11950.0,0.0,2015,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
425509,18000.0,18000.0,18000.0,0.098,579.13,150000.0,car,13.79,2.0,695.0,699.0,1.0,9.0,0.0,10247.0,1.0,0.0,0.0,259215.0,34700.0,7.0,28802.0,0.0,0.0,133.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,9.0,5.0,7.0,5.0,9.0,0.0,1.0,3.0,88.9,0.0,0.0,296655.0,72478.0,34700.0,69903.0,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
425523,10000.0,10000.0,10000.0,0.1485,345.92,28000.0,car,8.32,0.0,665.0,669.0,0.0,4.0,0.0,6167.0,0.0,0.0,0.0,6167.0,9900.0,4.0,1542.0,0.0,0.0,57.0,9.0,9.0,0.0,0.0,3.0,4.0,3.0,4.0,0.0,4.0,5.0,4.0,4.0,0.0,0.0,2.0,83.3,0.0,0.0,9900.0,6167.0,8800.0,0.0,2015,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
425544,18000.0,18000.0,18000.0,0.1485,426.81,66000.0,medical,30.02,0.0,670.0,674.0,0.0,20.0,0.0,12635.0,0.0,0.0,12719.0,48340.0,24500.0,6.0,2544.0,0.0,0.0,220.0,3.0,2.0,0.0,1.0,7.0,11.0,8.0,10.0,7.0,17.0,19.0,11.0,20.0,0.0,0.0,3.0,100.0,0.0,0.0,65149.0,48340.0,11800.0,40649.0,2015,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
425616,5000.0,5000.0,5000.0,0.1288,168.19,72000.0,medical,26.04,1.0,670.0,674.0,0.0,7.0,0.0,11213.0,0.0,0.0,0.0,181622.0,14600.0,10.0,25946.0,0.0,0.0,187.0,4.0,4.0,7.0,0.0,2.0,3.0,2.0,4.0,14.0,3.0,9.0,3.0,6.0,0.0,0.0,6.0,96.7,0.0,0.0,216192.0,54764.0,10600.0,71599.0,2015,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
425633,8000.0,8000.0,8000.0,0.1344,271.26,50000.0,medical,25.46,0.0,715.0,719.0,0.0,6.0,0.0,1704.0,0.0,0.0,2130.0,90299.0,7900.0,7.0,15050.0,0.0,0.0,11.0,8.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,38.0,3.0,3.0,3.0,6.0,0.0,0.0,5.0,100.0,0.0,0.0,113066.0,51520.0,7900.0,50384.0,2015,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
425635,2400.0,2400.0,2400.0,0.1199,79.71,83000.0,car,29.73,0.0,685.0,689.0,1.0,8.0,0.0,73943.0,0.0,0.0,0.0,313388.0,73600.0,4.0,39174.0,0.0,0.0,391.0,8.0,8.0,7.0,0.0,5.0,6.0,5.0,6.0,1.0,6.0,8.0,6.0,8.0,0.0,0.0,1.0,100.0,0.0,0.0,328138.0,75490.0,72000.0,12373.0,2015,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
425661,30000.0,30000.0,30000.0,0.1989,1113.23,110000.0,medical,32.28,0.0,665.0,669.0,0.0,12.0,0.0,43727.0,0.0,0.0,0.0,122193.0,46200.0,5.0,12219.0,0.0,0.0,237.0,19.0,2.0,0.0,0.0,5.0,6.0,6.0,7.0,7.0,9.0,14.0,7.0,12.0,0.0,0.0,2.0,95.0,0.0,0.0,133210.0,122193.0,43000.0,87010.0,2015,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
425668,10000.0,10000.0,10000.0,0.1199,332.1,40000.0,car,9.12,0.0,665.0,669.0,1.0,8.0,1.0,13253.0,0.0,0.0,0.0,13253.0,25400.0,5.0,1657.0,0.0,0.0,135.0,6.0,6.0,0.0,3.0,4.0,4.0,6.0,10.0,3.0,8.0,14.0,4.0,8.0,0.0,0.0,1.0,80.0,1.0,0.0,25400.0,13253.0,23900.0,0.0,2015,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
425733,12025.0,12025.0,12025.0,0.18989999999999999,440.73,110000.0,medical,12.74,0.0,660.0,664.0,1.0,12.0,0.0,5791.0,0.0,0.0,0.0,153718.0,10900.0,10.0,13974.0,0.0,0.0,186.0,2.0,2.0,3.0,5.0,2.0,5.0,5.0,12.0,10.0,9.0,19.0,5.0,12.0,0.0,0.0,5.0,85.2,0.0,0.0,167464.0,34086.0,4300.0,36774.0,2015,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
425750,3000.0,3000.0,3000.0,0.1288,100.91,27300.0,car,21.76,5.0,695.0,699.0,1.0,12.0,0.0,1376.0,0.0,0.0,0.0,129263.0,7200.0,6.0,10772.0,0.0,0.0,55.0,4.0,4.0,1.0,0.0,2.0,5.0,2.0,2.0,11.0,5.0,5.0,5.0,12.0,0.0,5.0,2.0,62.5,0.0,0.0,139298.0,30837.0,5500.0,30474.0,2015,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
425803,2500.0,2500.0,2500.0,0.1399,85.44,40000.0,car,18.76,0.0,755.0,759.0,0.0,10.0,0.0,3831.0,0.0,0.0,0.0,36022.0,20000.0,8.0,3602.0,0.0,0.0,37.0,2.0,2.0,0.0,0.0,2.0,3.0,4.0,4.0,5.0,9.0,10.0,3.0,10.0,0.0,0.0,4.0,100.0,0.0,0.0,55052.0,36022.0,14500.0,35052.0,2015,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
425883,22000.0,22000.0,22000.0,0.1259,736.93,50000.0,medical,0.84,0.0,840.0,844.0,0.0,5.0,0.0,1604.0,0.0,0.0,0.0,27877.0,82000.0,2.0,5575.0,0.0,0.0,243.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,4.0,5.0,2.0,5.0,0.0,0.0,1.0,100.0,0.0,0.0,162000.0,1604.0,27500.0,0.0,2015,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
425897,10000.0,10000.0,10000.0,0.1655,354.3,66000.0,medical,38.64,0.0,710.0,714.0,0.0,12.0,0.0,56189.0,0.0,0.0,0.0,153904.0,72000.0,3.0,12825.0,0.0,0.0,370.0,11.0,1.0,2.0,0.0,5.0,7.0,5.0,9.0,5.0,9.0,15.0,7.0,12.0,0.0,0.0,2.0,100.0,0.0,0.0,237681.0,96729.0,45000.0,43181.0,2015,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
425923,14400.0,14400.0,14400.0,0.1199,320.25,125000.0,medical,21.86,0.0,695.0,699.0,2.0,29.0,0.0,48778.0,0.0,0.0,792.0,189538.0,101300.0,9.0,6769.0,0.0,0.0,242.0,1.0,1.0,4.0,0.0,9.0,18.0,9.0,12.0,17.0,24.0,34.0,19.0,29.0,0.0,0.0,4.0,98.1,0.0,0.0,250017.0,90848.0,53300.0,48207.0,2015,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
426097,6000.0,6000.0,6000.0,0.15410000000000001,209.2,75000.0,medical,32.45,0.0,700.0,704.0,0.0,11.0,0.0,18943.0,0.0,0.0,50.0,396319.0,22800.0,9.0,36029.0,0.0,0.0,157.0,1.0,1.0,3.0,0.0,2.0,5.0,3.0,11.0,11.0,6.0,24.0,5.0,11.0,0.0,0.0,7.0,100.0,0.0,0.0,426292.0,116306.0,15000.0,118992.0,2015,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
426149,6000.0,6000.0,6000.0,0.0917,191.28,49850.0,car,25.4,0.0,725.0,729.0,0.0,13.0,0.0,16.0,0.0,0.0,0.0,44944.0,23400.0,6.0,3457.0,0.0,0.0,112.0,2.0,1.0,0.0,1.0,1.0,2.0,5.0,5.0,7.0,10.0,16.0,2.0,13.0,0.0,0.0,3.0,96.0,0.0,0.0,74354.0,44944.0,11300.0,50954.0,2015,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
426182,10000.0,10000.0,10000.0,0.1199,332.1,120000.0,medical,8.79,4.0,660.0,664.0,0.0,14.0,0.0,37084.0,0.0,0.0,0.0,419707.0,76300.0,8.0,41971.0,0.0,0.0,253.0,13.0,13.0,10.0,2.0,3.0,4.0,7.0,18.0,4.0,10.0,27.0,4.0,14.0,0.0,2.0,0.0,88.6,0.0,0.0,489049.0,55920.0,28500.0,24741.0,2015,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
426211,4000.0,4000.0,4000.0,0.1199,132.84,85000.0,medical,5.92,2.0,690.0,694.0,0.0,5.0,0.0,871.0,0.0,0.0,0.0,124296.0,5800.0,0.0,24859.0,0.0,0.0,68.0,52.0,32.0,3.0,0.0,1.0,2.0,1.0,1.0,4.0,3.0,4.0,2.0,5.0,0.0,1.0,0.0,81.8,0.0,0.0,143681.0,15789.0,600.0,23252.0,2015,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
426218,8000.0,8000.0,8000.0,0.1259,267.98,75238.0,medical,8.79,0.0,665.0,669.0,0.0,8.0,0.0,4628.0,0.0,0.0,2876.0,205768.0,13500.0,7.0,25721.0,0.0,0.0,148.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,4.0,19.0,5.0,10.0,2.0,8.0,0.0,0.0,3.0,96.3,0.0,0.0,218064.0,205768.0,9500.0,204564.0,2015,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
426234,5000.0,5000.0,4850.0,0.1699,178.24,80000.0,car,7.67,0.0,660.0,664.0,1.0,13.0,0.0,6157.0,0.0,0.0,232.0,14723.0,19000.0,12.0,1133.0,0.0,0.0,168.0,2.0,2.0,0.0,0.0,3.0,8.0,4.0,5.0,4.0,12.0,13.0,8.0,13.0,0.0,0.0,11.0,100.0,0.0,0.0,33256.0,14723.0,4000.0,14256.0,2015,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
426255,16075.0,16075.0,16075.0,0.15410000000000001,560.48,33500.0,medical,3.38,0.0,735.0,739.0,0.0,10.0,0.0,5857.0,0.0,0.0,0.0,102743.0,67500.0,6.0,10274.0,0.0,0.0,39.0,24.0,4.0,0.0,0.0,2.0,2.0,3.0,4.0,5.0,4.0,7.0,2.0,10.0,0.0,0.0,2.0,100.0,0.0,0.0,172242.0,102743.0,66500.0,95812.0,2015,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
426282,5775.0,5775.0,5625.0,0.25989999999999996,232.65,38300.0,car,9.77,0.0,660.0,664.0,1.0,12.0,0.0,5675.0,0.0,0.0,0.0,6168.0,8500.0,10.0,514.0,0.0,0.0,124.0,1.0,1.0,0.0,0.0,6.0,9.0,7.0,8.0,1.0,11.0,12.0,9.0,12.0,0.0,0.0,5.0,100.0,0.0,0.0,8993.0,6168.0,5300.0,0.0,2015,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
426411,15000.0,15000.0,15000.0,0.18489999999999998,384.92,40000.0,medical,25.41,0.0,670.0,674.0,0.0,28.0,0.0,27056.0,0.0,0.0,0.0,32056.0,50000.0,15.0,1282.0,0.0,0.0,122.0,5.0,4.0,0.0,1.0,12.0,15.0,14.0,18.0,6.0,27.0,36.0,15.0,28.0,0.0,0.0,2.0,92.9,0.0,0.0,55000.0,32056.0,38200.0,5000.0,2015,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
426433,16000.0,16000.0,16000.0,0.1655,566.87,80000.0,medical,28.91,0.0,670.0,674.0,0.0,18.0,0.0,9213.0,0.0,0.0,2780.0,200342.0,20600.0,10.0,11130.0,0.0,0.0,47.0,6.0,6.0,1.0,0.0,2.0,6.0,2.0,3.0,16.0,10.0,14.0,6.0,18.0,0.0,0.0,5.0,93.7,0.0,0.0,279464.0,100119.0,3500.0,116538.0,2015,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
426435,16900.0,16900.0,16900.0,0.1199,375.85,45000.0,car,30.12,0.0,775.0,779.0,0.0,25.0,0.0,9205.0,0.0,0.0,0.0,20664.0,65500.0,0.0,939.0,0.0,0.0,246.0,27.0,25.0,5.0,0.0,9.0,17.0,9.0,16.0,6.0,23.0,33.0,18.0,25.0,0.0,0.0,0.0,100.0,0.0,0.0,92359.0,20664.0,43100.0,26859.0,2015,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
426468,9000.0,9000.0,9000.0,0.09759999999999999,289.4,45504.0,car,29.32,0.0,670.0,674.0,0.0,10.0,2.0,8454.0,0.0,0.0,0.0,22235.0,21900.0,7.0,2224.0,0.0,0.0,320.0,6.0,6.0,0.0,0.0,3.0,6.0,3.0,3.0,9.0,7.0,9.0,6.0,10.0,0.0,0.0,3.0,100.0,2.0,0.0,51274.0,22235.0,6500.0,29374.0,2015,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
426495,7000.0,7000.0,7000.0,0.11220000000000001,229.91,200000.0,car,9.12,1.0,675.0,679.0,2.0,18.0,1.0,957.0,0.0,0.0,0.0,488668.0,16100.0,14.0,30542.0,0.0,0.0,499.0,4.0,4.0,2.0,2.0,2.0,3.0,5.0,8.0,11.0,13.0,19.0,3.0,18.0,0.0,0.0,8.0,90.9,0.0,0.0,579238.0,72901.0,6500.0,75505.0,2015,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
426534,4400.0,4400.0,4400.0,0.15410000000000001,153.42,46000.0,car,17.56,0.0,725.0,729.0,0.0,3.0,0.0,3886.0,0.0,0.0,0.0,31051.0,4300.0,2.0,10350.0,0.0,0.0,64.0,44.0,9.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,100.0,0.0,0.0,35531.0,31051.0,4300.0,31231.0,2015,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
426562,20275.0,20275.0,20275.0,0.1655,718.33,58000.0,car,25.55,1.0,710.0,714.0,2.0,12.0,0.0,11454.0,0.0,0.0,0.0,137221.0,30800.0,7.0,11435.0,0.0,0.0,128.0,7.0,7.0,1.0,1.0,4.0,7.0,6.0,12.0,4.0,9.0,16.0,7.0,12.0,0.0,1.0,4.0,95.5,0.0,0.0,163596.0,29485.0,23000.0,21000.0,2015,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
426607,20625.0,20625.0,20625.0,0.182,525.99,125000.0,car,37.66,0.0,665.0,669.0,1.0,28.0,0.0,27013.0,0.0,0.0,4195.0,488421.0,59300.0,9.0,21236.0,0.0,0.0,160.0,5.0,5.0,6.0,0.0,4.0,10.0,11.0,24.0,14.0,21.0,38.0,10.0,28.0,0.0,0.0,4.0,100.0,0.0,0.0,580850.0,143427.0,21300.0,152988.0,2015,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
426685,2000.0,2000.0,2000.0,0.1318,67.57,25000.0,medical,20.55,0.0,665.0,669.0,0.0,9.0,0.0,7385.0,0.0,0.0,0.0,86768.0,9500.0,4.0,10846.0,0.0,0.0,163.0,19.0,11.0,2.0,0.0,2.0,5.0,3.0,6.0,14.0,6.0,10.0,5.0,9.0,0.0,0.0,1.0,96.2,0.0,0.0,100637.0,11463.0,2100.0,5000.0,2015,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
426689,10000.0,10000.0,10000.0,0.1259,334.97,150000.0,car,15.7,0.0,665.0,669.0,5.0,17.0,3.0,8388.0,0.0,0.0,0.0,211397.0,22000.0,13.0,13212.0,0.0,0.0,120.0,2.0,2.0,1.0,0.0,2.0,6.0,5.0,5.0,10.0,13.0,21.0,6.0,17.0,0.0,0.0,5.0,100.0,3.0,0.0,241953.0,84755.0,9200.0,91326.0,2015,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
